title,price,description
Куртка Picture Organic U18 Wms,11 186 грн8 390 грн,"[""\n\nPicture Organic U18 – жіноча куртка, виконана в моноколірному лаконічному стилі. Ця модель підійде як для гірськолижного спорту, так і для міста. Як й інші вироби компанії Picture Organic, дана куртка пошита, наскільки це можливо, з перероблених матеріалів, зокрема містить поліестер, отриманий з перероблених відходів цукрової тростини.\n\r\n\tМіцна мембрана DryPlay має доволі високі показники водостійкості і повітропроникності. Не містить небезпечних для людини й навколишнього середовища кислот. Куртка із середнім рівнем термоізоляції, який підтримує тепло і сухість під час активного руху. Вільний крій дозволяє одягнути додатковий утеплюючий шар при необхідності.\n\r\n\tСнігозахисна спідниця, еластичні внутрішні і регульовані зовнішні манжети забезпечують додаткову ізоляцію від холоду. Регульований капюшон і високий комір захищають від холодного вітру, а м'яка вставка на блискавці захищає підборіддя від натирання. У нагрудній кишені закріплена серветка з м'якої тканини для протирання маски. Під рукавами куртки розташовані вентиляційні блискавки для регулювання температури в сонячні дні.\n\nПризначення: гірськолижний спорт, фрірайд, місто.\n\nОсобливості:\r\n\t- мембрана DryPlay Recyclable з високими показниками водонепроникності й повітропроникності\r\n\t- частина поліестеру добута з біосировини – перероблених відходів цукрової тростини\r\n\t- мембрана не містить перфторорганічні з'єднання PFC у складі водовідштовхувальних просочень\r\n\t- Teflon EcoElite - безпечне водовідштовхувальне просочення\r\n\t- Thermal Dry System - спеціальні панелі з тканини, які швидко вбирають надлишок вологи в зонах підвищеного потовиділення\r\n\t- підкладка Coremax захищає від холоду\r\n\t- анатомічний крій і еластична тканина забезпечують максимальний комфорт і свободу рухів\r\n\t- повністю проклеєні шви і вологозахисні блискавки\r\n\t- подовжена спинка\r\n\t- еластичні внутрішні манжети з отворами для великих пальців\r\n\t- регульовані зовнішні манжети на застібці Velcro\r\n\t- вентиляція на блискавці в області пахв - для регулювання температури всередині куртки\r\n\t- захист підборіддя на блискавці\r\n\t- вітрозахисна планка на кнопках уздовж блискавки\r\n\t- чотири кишені в ділянці поясу та дві нагрудні кишені з клапанами\r\n\t- дві внутрішні кишені - сітчаста і щільна на блискавці\r\n\t- кишеня для скіпасу на рукаві\r\n\t- м'яка тканинна серветка для протирання маски в комплекті\r\n\t- середній рівень термоізоляції\n\nТехнічні характеристики:\r\n\tПоказник водонепроникністі: 20 000 мм H2O\r\n\tПоказник паропроникності: 20 000 г/кв.м/24г\r\n\tМатеріал: 54% Biosourced Polyester / 46% Recycled Polyester\r\n\tМембрана: DryPlay\r\n\tУтеплювач: Thermal STD\r\n\t\xa0\n\n""]"
Куртка Picture Organic U44,11 866 грн8 900 грн,"[""\n\nPicture Organic U44 – комфортна та надійна чоловіча куртка для фрірайду. Модель пошита з думкою про навколишнє середовище - матеріал складається з комбінації звичайного й переробленого поліестеру. Така технологія повністю відображає місію компанії, яка полягає в зниженні використання викопного палива і перехід на інші види біосировини. Мембрана DryPlay має дуже високі показники водостійкості та повітропроникності, сохне при будь-яких погодних умовах. Не містить небезпечних для людини й навколишнього середовища кислот.\n\r\n\tКуртка із середнім рівнем термоізоляції, який підтримує тепло і сухість під час активного руху. Вільний крій дозволяє одягнути додатковий утеплюючий шар при необхідності. Снігозахисна спідниця, еластичні внутрішні і регульовані зовнішні манжети забезпечують додаткову ізоляцію від холоду. Регульований капюшон і високий комір захищають від холодного вітру, а м'який захист на блискавці перешкоджає натиранню підборіддя. У нагрудній кишені закріплена серветка з м'якої тканини для протирання маски. Під рукавами куртки розташовані вентиляційні блискавки для терморегуляції.\n\nПризначення: гірськолижний спорт, сноубординг, місто.\n\nОсобливості:\r\n\t- мембрана DryPlay Recyclable з високоефективними показниками водонепроникності і повітропроникності\r\n\t- частина поліестеру виконана з біосировини – перероблених відходів цукрової тростини\r\n\t- мембрана не містить перфторорганічні з'єднання PFC у складі водовідштовхувальних просочень\r\n\t- Teflon EcoElite - безпечне водовідштовхувальне просочення\r\n\t- Thermal Dry System - спеціальні вставки з тканини, які швидко вбирають надлишок вологи в зонах підвищеного потовиділення\r\n\t- підкладка Coremax захищає від холоду\r\n\t- анатомічний крій і еластична тканина забезпечують максимальний комфорт і свободу рухів\r\n\t- повністю проклеєні шви і вологозахисні блискавки\r\n\t- подовжена спинка\r\n\t- снігозахисна спідниця на блискавці для додаткової теплоізоляції і захисту від вологи і снігу при падіннях\r\n\t- еластичні внутрішні манжети з отворами для великих пальців\r\n\t- регульовані зовнішні манжети на застібці Velcro\r\n\t- високий комір\r\n\t- регульований фіксований капюшон\r\n\t- вентиляція на блискавці в області пахв - для регулювання температури всередині куртки\r\n\t- захист підборіддя\r\n\t- вітрозахисна планка вздовж блискавки\r\n\t- велика кількість кишень для розміщення корисних аксесуарів й перекусів\r\n\t- кишеня для скіпасу на рукаві\r\n\t- м'яка тканинна серветка для протирання маски в комплекті\r\n\t- середній рівень теплоізоляції\n\nТехнічні характеристики:\r\n\tПоказник водонепроникністі: 20 000 мм H2O\r\n\tПоказник паропроникності: 20 000 г/кв.м/24г\r\n\tМатеріал: 54% Biosourced Polyester / 46% Recycled Polyester\r\n\tМембрана: DryPlay\r\n\tУтеплювач: Thermal STD\r\n\t\xa0\n\n""]"
Куртка Picture Organic Zephir,11 866 грн8 900 грн,"[""\n\nPicture Organic Zephir – чоловіча куртка подовженого крою для фрірайду. Версія 2022 року містить в складі тканини більше половини поліестеру, отриманого з перероблених відходів цукрової тростини. Така технологія повністю відображає місію компанії, яка полягає в зниженні використання викопного палива і переході на інші види біосировини. Ще однією, більш функціональною особливістю, є використання тканин різної щільності: під рукавами та уздовж тіла розташована еластична тканина запатентованої технології, яка забезпечує максимальну амплітуду рухам і чудове дихання, а в ділянках спини, грудей і плечей розташована щільна, зносостійка тканина, що краще захищає від вітру й холоду.\n\r\n\tМембрана DryPlay має високі показники водостійкості та повітропроникності, сохне при будь-яких погодних умовах. Не містить небезпечних для людини й навколишнього середовища кислот. Термоізоляцію підтримують технологія Thermal Dry System і підкладка Coremax, які гарантують тепло та сухість у будь-яку погоду. Вентиляційні блискавки в області пахв забезпечують комфортну терморегуляцію в сонячні дні або при високому рівні активності. Снігозахисна спідниця, еластичні внутрішні і регульовані зовнішні манжети забезпечують додаткову ізоляцію від холоду. Регульований капюшон та високий комір захищають від вітру і холоду. М'яка вставка на фронтальній блискавці перешкоджає натиранню підборіддя. У нагрудній кишені закріплена серветка з м'якої тканини для протирання маски. На рукаві знаходиться кишеня для скіпасу.\n\nПризначення: гірськолижний спорт, сноубординг.\n\nОсобливості:\r\n\t- мембрана DryPlay має високі показники водонепроникності і повітропроникності\r\n\t- частина поліестеру виконана з біосировини – перероблених відходів цукрової тростини\r\n\t- безпечне водовідштовхувальне просочення не містить PFOA / PFOS у складі\r\n\t- гібридна конструкція з тканин різної щільності\r\n\t- Thermal Dry System - технологія швидкого вбирання надлишків вологи в зонах підвищеного потовиділення\r\n\t- підкладка Coremax додатково захищає від холоду\r\n\t- анатомічний крій і еластична тканина забезпечують максимальний комфорт і свободу рухів\r\n\t- повністю проклеєні шви і вологозахисні блискавки\r\n\t- подовжений крій\r\n\t- снігозахисна еластична спідниця для додаткової теплоізоляції і захисту від вологи і снігу при падіннях\r\n\t- система фіксації снігозахисної спідниці на штанах\r\n\t- еластичні внутрішні манжети з отворами для великих пальців\r\n\t- регульовані зовнішні манжети на застібці Velcro\r\n\t- високий комір та регульований капюшон захищають обличчя від холоду\r\n\t- вентиляція на блискавці в області пахв - для регулювання температури всередині куртки\r\n\t- застібка-блискавка із вставкою для захисту підборіддя\r\n\t- дві бічні і дві нагрудні кишені на блискавці\r\n\t- дві внутрішні кишені, одна з яких на блискавці\r\n\t- кишеня для скіпасу на рукаві\r\n\t- м'яка тканинна серветка для протирання маски\r\n\t- середній рівень теплоізоляції\n\nТехнічні характеристики:\r\n\tПоказник водонепроникністі: 20 000 мм H2O\r\n\tПоказник паропроникності: 20 000 г/кв.м/24г\r\n\tМатеріал: 58% Biosourced Polyester / 42% Polyester\r\n\tМембрана: DryPlay\r\n\tУтеплення: технологія Thermal Dry System і підкладка Coremax\r\n\t\xa0\n\n""]"
"
"
Куртка Alpine Pro Sardara 3,4 858 грн3 401 грн,"['\n\r\n\tСтильна та функціональна жіноча куртка Alpine Pro SARDARA 3 виготовлена з дихаючого еластичного матеріалу з відмінними водовідштовхуючими та вітрозахисними властивостями, які досягаються завдяки високотехнологічній мембрані PTX SNOW та спеціальній обробці Teflon EcoElite™. Вона має зручний прилягаючий крій та рукави анатомічної форми для забезпечення максимальної зручності під час руху. Окрім того, модель оснащена знімним капюшоном зі стяжкою та теплим коміром-стійкою для надійного захисту від холоду, снігозахисною спідницею, а також кількома функціональними кишенями.\n\nПризначення: піший туризм, катання на лижах та сноуборді\n\r\n\tРекомендуємо використовувати з штанами\xa0Alpine Pro Anika\n\nОсобливості:\r\n\t- матеріал з обробкою Teflon EcoElite™ для забезпечення ефективного захисту від дощу та снігу\r\n\t- дихаюча мембрана PTX SNOW\r\n\t- зручний прилягаючий крій\r\n\t- стьобана підкладка\r\n\t- рукави анатомічної форми з теплими еластичними манжетами з отворами для великого пальця\r\n\t- регулювання ширини низу\r\n\t- проклеєні шви\r\n\t- знімна снігозахисна спідниця з еластичною вставкою у верхній частині\r\n\t- система кріплення куртки до штанів\r\n\t- вентиляційні прорізи на блискавках під пахвами\r\n\t- знімний глибокий капюшон\r\n\t- внутрішній комір із теплого матеріалу\r\n\t- сім кишень: нагрудна з водонепроникною застібкою-блискавкою, на рукаві з водонепроникною блискавкою (для скі-пасу), фронтальні та внутрішні кишені на блискавках та сітчаста кишеня для лижної маски\r\n\t- блискавки з подовженими язичками для більшої зручності користування в рукавицях\r\n\t- світловідбиваючий принт спереду та на капюшоні для покращення видимості в темний час доби\r\n\t- нашивка на рукаві\n\nДогляд та прання:\nЯк доглядати за мембранною курткою?\nЗасоби для прання та догляду за курткою\n\nТехнічні характеристики:\r\n\tМатеріал: 100% поліестер, мембрана PTX SNOW/Teflon EcoElite™\r\n\tРівень водонепроникності: 10000 мм\r\n\tРівень паропроникності: 10000 г/м2 /24 год\n\nPTX SNOW – високотехнологічна дихаюча мембрана, яка забезпечує матеріалу високу вітро- та водонепроникність.\n\nTeflon EcoElite™ – обробка, яка забезпечує матеріалу високу водонепроникність, гарантуючи довговічний захист виробу від бруду та вологи.\r\n\t\xa0\n\n']"
Куртка Alpine Pro Sardara 4,5 421 грн3 795 грн,"['\n\r\n\tСтильна та функціональна жіноча куртка Alpine Pro Sardara 4\xa0виготовлена з дихаючого еластичного матеріалу з відмінними водовідштовхуючими та вітрозахисними властивостями, які досягаються завдяки високотехнологічній мембрані PTX Snow\xa0та спеціальній обробці Teflon EcoElite. Вона має зручний прилягаючий крій та рукави анатомічної форми для забезпечення максимальної зручності під час руху. Окрім того, модель оснащена знімним капюшоном зі стяжкою та теплим коміром-стійкою для надійного захисту від холоду, снігозахисною спідницею, а також кількома функціональними кишенями.\n\r\n\tРекомендуємо використовувати з штанами\xa0Alpine Pro Anika 2.\n\nПризначення: піший туризм, катання на лижах та сноуборді\n\nОсобливості:\r\n\t- матеріал з обробкою Teflon EcoElite\xa0для забезпечення ефективного захисту від дощу та снігу\r\n\t- дихаюча мембрана PTX Snow\r\n\t- зручний прилягаючий крій\r\n\t- стьобана підкладка\r\n\t- рукави анатомічної форми з теплими еластичними манжетами з отворами для великого пальця\r\n\t- регулювання ширини низу\r\n\t- проклеєні шви\r\n\t- знімна снігозахисна спідниця з еластичною вставкою у верхній частині\r\n\t- система кріплення куртки до штанів\r\n\t- вентиляційні прорізи на блискавках під пахвами\r\n\t- знімний глибокий капюшон\r\n\t- внутрішній комір із теплого матеріалу\r\n\t- сім кишень: нагрудна з водонепроникною застібкою-блискавкою, на рукаві з водонепроникною блискавкою (для скі-пасу), фронтальні та внутрішні кишені на блискавках та сітчаста кишеня для лижної маски\r\n\t- блискавки з подовженими язичками для більшої зручності користування в рукавицях\r\n\t- світловідбиваючий принт спереду та на капюшоні для покращення видимості в темний час доби\r\n\t- нашивка на рукаві\n\nТехнічні характеристики:\r\n\tМатеріал: 100% поліестер, мембрана PTX Snow/Teflon EcoElite\r\n\tРівень водонепроникності: 10000 мм\r\n\tРівень паропроникності: 10000 г/м2 /24 год\n\nМатеріали і технології:\r\n\tPTX Snow\xa0– високотехнологічна дихаюча мембрана, яка забезпечує матеріалу високу вітро- та водонепроникність.\nTeflon EcoElite\xa0– обробка, яка забезпечує матеріалу високу водонепроникність, гарантуючи довговічний захист виробу від бруду та вологи.\r\n\t\xa0\n\n']"
Куртка Trimm Sawa,5 990 грн,"['\n\r\n\tМембранна жіноча лижна куртка зі стрейчевого матеріалу від Trimm. Модель Sawa виконана в класичному стилі. Утеплений комір і матеріал наповнення забезпечує оптимальний тепловий комфорт. Ергономічний крій гарантує максимальну свободу і природність в кожному русі, що особливо стане у нагоді гірськолижникам або тим, хто надає перевагу стилю, функціональності та простоті у щоденному використанні.\n\nОсобливості:\r\n\t- знімний капюшон\r\n\t- манжети всередині рукава\r\n\t- ергономічний крій, який не сковує рухів\r\n\t- знімна ""снігова спідниця""\r\n\t- кишенька для окуляр або інших дрібниць\n\nДогляд та прання:\nЯк доглядати за мембранною курткою?\nЗасоби для прання та догляду за курткою\n\nМатеріали і технології:\r\n\tЗовнішній матеріал: 100 % PES Microtwill Stretch\r\n\tМембрана: Triguard 2L (водонепроникність: 10 000 мм, повітропроникність: 10 000 г/м2)\r\n\tПідкладка: 100% PES\n\n']"
Куртка Horsefeathers Ofelia Jacket Wms,5 700 грн3 990 грн,"['\n\r\n\tЗимова жіноча куртка від бренду Horsefeathers. Виготовлена із поліестеру, з ламінованою мембраною, яка пропускає повітря та захищає від вологи (10000мм). Для додаткового захисту від опадів куртка покрита DWR обробкою. Підкладка Nylon taffeta забезпечує теплоізоляцію. Поділ куртки регулюється, є снігова спідниця з не ковзкою стрічкою (для захисту від снігу). Манжети еластичні, на липучці, з внутрішнім рукавом, регулюються. Ергономічний крій дарує повну свободу рухів під час занять зимовими видами спорту. Японська фурнітура YKK забезпечує довговічність, усі шви міцні (нитки Coats) й проклеєні. Є 2 кишені для рук та внутрішній сітчастий відділ. Капюшон анатомічної форми, регулюється. Куртку можна з`єднати з гірськолижними штанами за допомогою кнопок, що зручно під час катання на лижах чи сноуборді.\n\nПризначення: зимові подорожі, заняття спортом, катання на лижах чи сноуборді, мандрівки в гори, щоденне використання у місті.\n\r\n\tРекомендуємо використовувати у комплекті зі штанами\xa0Horsefeathers Haila Pants Wms\n\nОсобливості:\r\n\t- зимова\r\n\t- жіноча\r\n\t- із поліестеру\r\n\t- з ламінованою мембраною - пропускає повітря, захищає від вологи (10000мм)\r\n\t- покрита DWR – захист від опадів\r\n\t- підкладка Nylon taffeta - теплоізоляція\r\n\t- поділ регулюється\r\n\t- снігова спідниця з не ковзкою стрічкою (для захисту від снігу)\r\n\t- еластичні манжети на липучці, з внутрішнім рукавом, регулюються\r\n\t- ергономічний крій\r\n\t- японська фурнітура YKK\r\n\t- усі шви міцні (нитки Coats) й проклеєні\r\n\t- 2 кишені для рук\r\n\t- спеціальний внутрішній сітчастий відділ\r\n\t- капюшон анатомічної форми, регулюється\r\n\t- можна з`єднати з гірськолижними штанами за допомогою кнопок\n\nДогляд та прання:\nЯк доглядати за мембранною курткою?\nЗасоби для прання та догляду за курткою\n\nТехнічні характеристики:\r\n\tМатеріал: 100% polyester\r\n\tПідкладка: Nylon taffeta\n\nМатеріали і технології:\nDWR - просочення дарує водовідштовхувальні властивості, та комфорт при носці.\r\n\t\xa0\n\n']"
Куртка Picture Organic Kodiak (2020),7 786 грн4 672 грн,"[""\n\nPicture Organic Kodiak - тепла чоловіча куртка подовженого крою для зимових видів спорту, міста чи подорожей в прохолодні регіони (Ісландія, Скандинавія). Регульований об’ємний капюшон прикрашений знімним штучним хутром. Міцна мембрана DryPlay має високі показники водостійкості та повітропроникності. У складі водовідштовхувальних просочень не міститься небезпечних для людини і довкілля перфторорганічних з'єднань.\n\r\n\tЯкісний синтетичний утеплювач Thermal STD і підкладка Coremax гарантують тепло і сухість в будь-яку погоду. З інших функціональних деталей варто виділити знімну снігозахисну спідницю, регульований пояс, еластичні внутрішні і регульовані зовнішні манжети. Регульований капюшон, високий комір і захисна планка уздовж блискавки захищають від вітру і холоду.\n\nПризначення: катання на лижах й сноуборді, місто, подорожі, нескладні походи (хайкінг).\n\nОсобливості:\r\n\t- анатомічний подовжений крій і еластична тканина забезпечують максимальний комфорт і свободу рухів\r\n\t- проклеєні в критичних місцях шви\r\n\t- виготовлена \u200b\u200bз використанням мембрани DryPlay, що має високі показники водостійкості та повітропроникності\r\n\t- Teflon EcoElite - безпечне водовідштовхувальне просочення\r\n\t- Thermal STD - якісний утеплювач з поліестеру\r\n\t- підкладка Coremax робить куртку комфортнішою й теплішою\r\n\t- знімна снігозахисна спідниця\r\n\t- система фіксації снігозахисної спідниці на штанах\r\n\t- регульований капюшон зі знімним штучним хутром\r\n\t- еластичні внутрішні манжети з отворами для великих пальців\r\n\t- регульовані зовнішні манжети на кнопках\r\n\t- високий комір\r\n\t- блискавка з вітрозахисною планкою на кнопках\r\n\t- дві бічні і дві нагрудні кишені з клапанами\r\n\t- кишеня для скіпасу на рукаві\r\n\t- невеликий розріз у нижній задній частині куртки з кнопкою для комфорту руху\r\n\t- рівень теплоізоляції 7/10\n\nТехнічні характеристики:\r\n\tПосадка: Regular fit\r\n\tМатеріал: 41% перероблений поліестер, 59% поліестер\r\n\tМембрана: DryPlay\r\n\tВодостійкість/повітропроникність: 10/10K\r\n\tТеплоізоляція: STD 80 GRS\r\n\t\xa0\n\n""]"
Куртка Alpine Pro Idika,2 432 грн1 702 грн,"['\n\r\n\tЖіноча двостороння зимова куртка Alpine Pro Idika. Дозволить завжди почуватись стильно, а ще обирати колір верхнього одягу під настрій. Куртка виготовлена з ультралегкого матеріалу з відмінними вітрозахисними та водовідштовхуючими властивостями, які досягаються завдяки спеціальній обробці Teflon EcoElite, тоді як синтетичний утеплювач HI-Therm\xa0забезпечує ефективну теплоізоляцію.\n\r\n\tМодель має зручний щільно прилягаючий крій та контрастну стьобану підкладку. Еластичний кант на рукавах та внизу куртки сприяє кращому приляганню та перешкоджає потраплянню вітру і холоду всередину. Окрім того, куртка оснащена чотирма кишенями та глибоким теплим капюшоном. Така куртка стане відмінним вибором як для щоденного використання, так і для активного відпочинку.\n\nПризначення:  піший туризм, скандинавська ходьба, хайкінг.\n\nОсобливості:\r\n\t- стильний двосторонній дизайн\r\n\t- ультралегкий матеріал з обробкою Teflon EcoElite\xa0для забезпечення відмінних вітрозахисних та водовідштовхуючих властивостей\r\n\t- обробка ECO PFC Free збільшує вологостійкість матеріалу та є екологічно чистою\r\n\t- утеплювач Hi-Therm\xa0гарантує ефективну теплоізоляцію\r\n\t- зручний, щільно прилягаючий крій\r\n\t- рукави та низ куртки з еластичним кантом\r\n\t- незнімний глибокий капюшон з еластичним кантом\r\n\t- чотири кишені на блискавці, в тому числі внутрішня\r\n\t- блискавки з подовженими язичками для більшої зручності користування\r\n\t- логотип спереду\n\nТехнічні характеристики: \r\n\tМатеріал: 100% нейлон, обробка Teflon EcoElite\r\n\tУтеплювач: Hi-Therm\n\nМатеріали і технології:\r\n\tTeflon EcoElite\xa0– обробка, яка забезпечує матеріалу високу водонепроникність, гарантуючи довговічний захист виробу від бруду та вологи.\nHi-Therm\xa0– легкий та м’який синтетичний наповнювач з відмінними теплоізоляційними властивостями.\r\n\t\xa0\n\n']"
Куртка Alpine Pro Justica 5 Wms,2 838 грн1 419 грн,"['\n\r\n\tЧудова жіноча куртка  Justica 5 від  Alpine Pro. Це стильна та яскрава куртка, продумана до найменших дрібниць з думкою про зручність і функціональність. Вона підійде як для трекінгових походів у гори, подорожей, так і для повсякденного користування в місті. Куртка виготовлена з еластичного водонепроникного, вітрозахисного матеріалу з дихаючою мембраною PTX  та має сітчасту підкладку. Крій анатомічний, спинка дещо довша за передню частину, її ширина регулюється стяжкою.\n\r\n\tКапюшон не знімний, має регуляцію, манжети рукавів оснащені липучкою для забезпечення теплоізоляції і гумкою для регуляції ширини, а підборіддя зі спеціальним м’яким захистом. В області пахв, для кращої терморегуляції, розробники розмістили вентиляційні отвори на застібці. Куртка застібається на центральну блискавку та має три передніх кишені теж на блискавках, які оснащені спеціальними пулерами для більшої зручності у користуванні. Застібка нагрудної кишені водонепроникна, а центральна застібка та бокові кишені захищені від попадання води додатковими планками. Усі шви герметичні, що забезпечує максимальну сухість у дощову погоду. Для додаткової безпеки у темну пору доби спереду, на рукаві, а також на спині і капюшоні є світловідбиваючі елементи.\n\nПризначення:  піший туризм, скандинавська ходьба, місто, подорожі.\n\nОсобливості:\r\n\t- еластичний, водонепроникний матеріал з дихаючою мембраною PTХ, що захищає від вологи та вітру\r\n\t- анатомічний крій\xa0\r\n\t- сітчаста підкладка\r\n\t- подовжена спинка з регуляцією ширини низу\r\n\t- незнімний капюшон зі стяжкою\r\n\t- рукава анатомічного крою з манжетами на липучці, зібрані додатковою гумкою\r\n\t- м’який захист для підборіддя на комірі\r\n\t- проклеєні (герметичні) шви для захисту від проникнення води\r\n\t- вентиляційні отвори під пахвами на блискавці\r\n\t- центральна блискавка по всій довжині виробу\r\n\t- 3 фронтальні кишені на блискавці, нагрудна кишеня з водонепроникною застібкою\r\n\t- центральна застібка та бокові кишені захищені від попадання води додатковими планками\r\n\t- захисні світловідбиваючі елементи спереду, на спинці, на рукаві та капюшоні для видимості в темну пору доби\n\nДогляд та прання:\nЯк доглядати за мембранною курткою?\nЗасоби для прання та догляду за курткою\n\nТехнічні характеристики: \r\n\tМатеріал: 100 % поліестер, мембрана PTX\r\n\tРівень водонепроникності: 5 000 мм\r\n\tРівень паропроникності: 5 000 г/м2 /24год\n\nМатеріали і технології:\nRegular fit \xa0- анатомічний крій, що забезпечує хорошу посадку виробу і зручність.\nPTX\xa0– високотехнологічна мембрана, яка забезпечує матеріалу високу паропроникність та відмінні водовідштовхуючі властивості.\r\n\t\xa0\n\n']"
Куртка Alpine Pro Nootka 7 Wms,2 380 грн1 190 грн,"['\n\r\n\tЖіноча куртка  Nootkа 7 є продовженням лінійки надійних, стильних та функціональних курток від Alpine Pro. Вона підійде як для походів у гори, подорожей, так і для повсякденного користування в місті. Куртка має хороший анатомічний крій зі зручною посадкою, спинка є дещо довшою за передню частину, її ширина може регулюватись за допомогою стяжки. Куртка виготовлена з водонепроникного, дихаючого, вітрозахисного та в той самий час м’якого та еластичного матеріалу Soft-Shell Windbarrier, який зберігає та утримує тепло завдяки мембрані.\n\r\n\tКапюшон відстібається і регулюється за допомогою стяжки, манжети рукавів оснащені липучкою, а підборіддя зі спеціальним м’яким захистом. В області пахв для кращої терморегуляції та свіжості є вентиляційні блискавки. Куртка застібається на центральну блискавку та має дві передніх кишені на блискавці та додаткову кишеню на рукаві. Для безпеки у темну пору доби є світловідбиваючі принти. Куртка продумана до найменших дрібниць з думкою про зручність і функціональність, щоб почуватись впевнено і комфортно в умовах прохолодної погоди.\n\nПризначення: пішохідний туризм, спорт, подорожі, щоденне використання в місті.\n\nОсобливості:\r\n\t- анатомічний крій з хорошою посадкою\r\n\t- із матеріалу\xa0Soft-Shell Windbarrier\xa0з мембраною\r\n\t- знімний глибокий капюшон на стяжці\r\n\t- манжети рукавів на липучці\r\n\t- м’який захист для підборіддя\r\n\t- низ спинки виробу подовжений, ширина регулюється за допомогою стяжки\r\n\t- вентиляційні блискавки під пахвами для додаткової терморегуляції\r\n\t- дві фронтальні кишені на блискавці\r\n\t- додаткова кишеня на рукаві\r\n\t- центральна блискавка по всій довжині виробу\r\n\t- світловідбиваючі елементи\n\nДогляд та прання:\nЯк доглядати за мембранною курткою?\nЗасоби для прання та догляду за курткою\n\nТехнічні характеристики:\r\n\tМатеріал:\xa094% поліестер, 6% еластан\r\n\tПовітропроникність: 3 000 г/м2/24год\r\n\tВодонепроникність: 8 000 мм\r\n\tМембрана: Soft-Shell Windbarrier\n\nМатеріали та технології:\nSoft-Shell Windbarrier - тришаровий матеріал із мембраною, що захищає від вітру.\nStretch\xa0— еластичний матеріал, який розтягується в усіх напрямках, надаючи свободу рухів.\nRegular fit \xa0- анатомічний крій, що забезпечує хорошу посадку виробу і зручність.\r\n\t\xa0\n\n']"
Куртка Alpine Pro Nootko 9 ,1 795 грн898 грн,"['\n\r\n\tЧудова осіння куртка для хлопчиків Nootko 9 є продовженням лінійки надійних, стильних та яскравих дитячих курток від Alpine Pro. Вона підійде як для трекінгових походів у гори, подорожей, так і для повсякденного користування в місті. Куртка має хороший анатомічний крій зі зручною посадкою. Cпинка є дещо довшою за передню частину, її ширина може регулюватись за допомогою стяжки. Куртка має теплу підкладку і виготовлена з водонепроникного, дихаючого, вітрозахисного та в той самий час м’якого матеріалу Soft-Shell Windbarrier, який зберігає та утримує тепло.\n\r\n\tКапюшон не знімний, його краї оброблені еластичною гумкою, що забезпечує прилягання до голови і не допустить продування вітром. Таким самим чином оброблені і краї рукавів. В області пахв для кращої терморегуляції та свіжості, розробники зробили вентиляційні отвори на застібці, а підборіддя зі спеціальним м’яким захистом. Куртка застібається на центральну блискавку та має дві передніх кишені, які оснащені спеціальними пулерами для більшої зручності у користуванні. Для додаткової безпеки дитини у темноті, спереду, на рукаві, а також на нижній частині спини є світловідбиваючі елементи. Куртка продумана до найменших дрібниць з думкою про зручність і функціональність. В холодну осінню пору дитина буде почуватись в ній впевнено та комфортно.\n\nПризначення: туризм, подорожі, щоденне використання в місті.\n\nОсобливості:\r\n\t- анатомічний крій з хорошою посадкою\r\n\t- тепла підкладка\r\n\t- виконана з водонепроникного, дихаючого, вітрозахисного та в той самий час м’якого матеріалу з мембраною\r\n\t- не відстібний капюшон\r\n\t- низ рукавів та край капюшона оброблені спеціальною еластичною гумкою для захисту від задування вітру\r\n\t- м’який захист для підборіддя\r\n\t- вентиляційні отвори на застібці під пахвами для додаткової терморегуляції\r\n\t- дві передні кишені на блискавці\r\n\t- низ спинки виробу подовжений, ширина може регулюватись за допомогою стяжки\r\n\t- світловідбиваючі принти і накладки для кращої видимості у темну пору доби\n\nДогляд та прання:\nЯк доглядати за мембранною курткою?\nЗасоби для прання та догляду за курткою\n\nТехнічні характерист\xadики:\r\n\tМатеріал:\xa094% поліестер, 6% еластан\r\n\tПовітропроникність: 3 000 г/м2/24год\r\n\tВодонепроникність: 8 000 мм\r\n\tМембрана: Soft-Shell Windbarrier, DWR\n\nМатеріали і технології:\r\n\tSoft-Shell Windbarrier - тришаровий матеріал із мембраною, що захищає від вітру.\nStretch\xa0— еластичний матеріал, який розтягується в усіх напрямках, надаючи свободу рухів.\nRegular fit \xa0- анатомічний крій, що забезпечує хорошу посадку виробу і зручність.\nStreak reflex  - спеціальні світловідбиваючі елементи на одязі задля безпеки в умовах поганої видимості, дозволяють побачити дитину в темноті на великій відстані.\r\n\t\xa0\n\n']"
